"","성별","연도","교육","직종","지역","월급","나이","연령대"
"12234","남",1943,3,429,7,27,78,"노년"
"12235","여",1950,3,NA,7,NA,71,"노년"
"12236","여",1954,3,NA,7,NA,67,"노년"
"12237","여",1980,6,930,7,90,41,"중년"
"12238","남",1947,4,313,7,70,74,"노년"
"12239","여",1942,3,611,7,NA,79,"노년"
"12240","여",1932,2,NA,7,NA,89,"노년"
"12241","남",1952,4,611,7,NA,69,"노년"
"12242","여",1958,4,941,7,NA,63,"노년"
"12243","여",1947,3,941,7,27,74,"노년"
"12244","남",1946,5,421,4,70,75,"노년"
"12245","여",1949,4,421,4,141,72,"노년"
"12246","남",1946,4,NA,7,NA,75,"노년"
"12247","여",1941,5,NA,7,NA,80,"노년"
"12248","여",1970,5,NA,7,NA,51,"노년"
"12249","남",1966,6,411,7,625,55,"노년"
"12250","여",1970,5,320,7,583,51,"노년"
"12251","남",1996,7,NA,7,NA,25,"초년"
"12252","여",1934,2,NA,1,NA,87,"노년"
"12253","남",1965,7,245,1,650,56,"노년"
"12254","여",1970,7,259,1,67,51,"노년"
"12255","여",2002,5,NA,1,NA,19,"초년"
"12256","여",1960,4,941,1,181,61,"노년"
"12257","남",1957,4,NA,1,NA,64,"노년"
"12258","여",1932,4,NA,1,NA,89,"노년"
"12259","여",1979,6,399,1,254,42,"중년"
"12260","남",1976,8,312,1,575,45,"중년"
"12261","여",1977,8,NA,1,NA,44,"중년"
"12262","남",2009,3,NA,1,NA,12,"초년"
"12263","여",2012,3,NA,1,NA,9,"초년"
"12264","여",1930,2,NA,6,NA,91,"노년"
"12265","남",1941,3,NA,6,NA,80,"노년"
"12266","여",1942,5,NA,6,NA,79,"노년"
"12267","여",1944,5,611,6,NA,77,"노년"
"12268","남",1943,4,941,6,NA,78,"노년"
"12269","남",1961,7,231,6,385,60,"노년"
"12270","여",1962,3,421,6,175,59,"노년"
"12271","여",1990,6,432,6,223,31,"중년"
"12272","여",1991,7,311,2,318,30,"중년"
"12273","남",1987,7,313,2,364,34,"중년"
"12274","남",1947,7,941,6,27,74,"노년"
"12275","여",1949,5,999,6,27,72,"노년"
"12276","남",1960,4,910,6,NA,61,"노년"
"12277","여",1964,4,NA,6,NA,57,"노년"
"12278","남",1945,3,952,6,160,76,"노년"
"12279","여",1947,3,NA,6,NA,74,"노년"
"12280","여",1944,3,NA,6,NA,77,"노년"
"12281","남",1946,5,282,6,NA,75,"노년"
"12282","여",1947,3,791,6,NA,74,"노년"
"12283","남",1946,7,611,6,NA,75,"노년"
"12284","남",1934,4,NA,6,NA,87,"노년"
"12285","여",1933,4,NA,6,NA,88,"노년"
"12286","남",1940,3,NA,6,NA,81,"노년"
"12287","여",1954,2,NA,6,NA,67,"노년"
"12288","남",1978,6,247,6,311,43,"중년"
"12289","남",1957,5,NA,5,NA,64,"노년"
"12290","남",1956,5,NA,2,NA,65,"노년"
"12291","남",1945,3,922,2,41,76,"노년"
"12292","여",1952,3,941,2,105,69,"노년"
"12293","여",1974,5,930,2,209,47,"중년"
"12294","남",2000,5,NA,2,NA,21,"초년"
"12295","여",1975,5,NA,2,NA,46,"중년"
"12296","남",2004,4,NA,2,NA,17,"초년"
"12297","남",1952,5,NA,2,NA,69,"노년"
"12298","여",1954,5,951,2,150,67,"노년"
"12299","여",1934,3,429,7,27,87,"노년"
"12300","남",1958,8,NA,1,NA,63,"노년"
"12301","여",1965,5,NA,1,NA,56,"노년"
"12302","남",1967,5,799,7,262,54,"노년"
"12303","여",1934,3,941,7,27,87,"노년"
"12304","여",1969,6,783,2,NA,52,"노년"
"12305","남",2002,5,NA,2,NA,19,"초년"
"12306","남",1969,5,783,2,215,52,"노년"
"12307","남",1992,5,783,2,515,29,"초년"
"12308","여",1994,5,399,2,367,27,"초년"
"12309","남",1937,2,611,7,NA,84,"노년"
"12310","여",1940,2,611,7,NA,81,"노년"
"12311","남",1940,3,611,7,NA,81,"노년"
"12312","여",1948,3,611,7,NA,73,"노년"
"12313","남",1971,5,922,7,NA,50,"중년"
"12314","여",1978,5,NA,7,NA,43,"중년"
"12315","남",2002,5,NA,7,NA,19,"초년"
"12316","남",2010,3,NA,7,NA,11,"초년"
"12317","남",1980,7,510,7,382,41,"중년"
"12318","여",1984,7,313,7,191,37,"중년"
"12319","남",2016,1,NA,7,NA,5,"초년"
"12320","여",1956,5,952,7,27,65,"노년"
"12321","남",1952,4,NA,7,NA,69,"노년"
"12322","여",1957,4,NA,7,NA,64,"노년"
"12323","여",1938,3,941,7,27,83,"노년"
"12324","여",1942,2,611,7,NA,79,"노년"
"12325","여",1934,3,NA,7,NA,87,"노년"
"12326","남",1941,3,NA,2,NA,80,"노년"
"12327","여",1949,3,NA,2,NA,72,"노년"
"12328","남",1938,3,611,7,NA,83,"노년"
"12329","여",1938,3,NA,7,NA,83,"노년"
"12330","여",1957,3,611,7,NA,64,"노년"
"12331","남",1971,7,875,3,275,50,"중년"
"12332","여",1974,5,NA,3,NA,47,"중년"
"12333","남",1943,4,NA,3,NA,78,"노년"
"12334","여",2001,5,NA,3,NA,20,"초년"
"12335","남",2009,3,NA,3,NA,12,"초년"
"12336","남",2010,3,NA,3,NA,11,"초년"
"12337","여",1940,2,NA,3,NA,81,"노년"
"12338","남",2001,5,NA,3,NA,20,"초년"
"12339","남",1962,3,910,3,NA,59,"노년"
"12340","여",1939,3,NA,3,NA,82,"노년"
"12341","여",1940,3,NA,1,NA,81,"노년"
"12342","남",1951,3,NA,1,NA,70,"노년"
"12343","여",1964,5,NA,1,NA,57,"노년"
"12344","여",1942,3,611,3,NA,79,"노년"
"12345","여",1936,3,941,3,27,85,"노년"
"12346","남",1967,5,922,3,210,54,"노년"
"12347","남",1995,5,NA,3,NA,26,"초년"
"12348","여",1946,3,NA,3,NA,75,"노년"
"12349","여",1996,5,285,3,183,25,"초년"
"12350","남",1941,4,611,3,NA,80,"노년"
"12351","여",1952,3,NA,3,NA,69,"노년"
"12352","남",1953,3,NA,3,NA,68,"노년"
"12353","여",1952,3,NA,3,NA,69,"노년"
"12354","여",1981,5,NA,3,NA,40,"중년"
"12355","남",1934,3,NA,3,NA,87,"노년"
"12356","여",1952,4,432,3,NA,69,"노년"
"12357","여",1980,7,253,3,243,41,"중년"
"12358","남",1981,5,521,3,NA,40,"중년"
"12359","여",1982,6,532,3,125,39,"중년"
"12360","남",2013,1,NA,3,NA,8,"초년"
"12361","여",2013,1,NA,3,NA,8,"초년"
"12362","여",1954,5,NA,3,NA,67,"노년"
"12363","남",1982,7,510,3,338,39,"중년"
"12364","남",1943,3,NA,3,NA,78,"노년"
"12365","여",1946,3,NA,3,NA,75,"노년"
"12366","여",1957,3,NA,3,NA,64,"노년"
"12367","남",1941,5,942,3,140,80,"노년"
"12368","여",1945,3,NA,3,NA,76,"노년"
"12369","여",1948,3,NA,3,NA,73,"노년"
"12370","남",1967,5,NA,3,NA,54,"노년"
"12371","여",1970,5,NA,3,NA,51,"노년"
"12372","남",1996,7,NA,3,NA,25,"초년"
"12373","남",2006,4,NA,3,NA,15,"초년"
"12374","남",1947,4,NA,3,NA,74,"노년"
"12375","여",1954,3,NA,3,NA,67,"노년"
"12376","남",1959,7,259,3,NA,62,"노년"
"12377","여",1960,5,NA,3,NA,61,"노년"
"12378","여",1988,7,399,3,200,33,"중년"
"12379","남",1958,4,NA,2,NA,63,"노년"
"12380","남",1976,5,875,2,NA,45,"중년"
"12381","여",1977,5,399,2,110,44,"중년"
"12382","여",2005,4,NA,2,NA,16,"초년"
"12383","남",2009,3,NA,2,NA,12,"초년"
"12384","여",1947,5,NA,2,NA,74,"노년"
"12385","남",1950,7,941,2,200,71,"노년"
"12386","여",1950,5,NA,2,NA,71,"노년"
"12387","남",1934,7,NA,2,NA,87,"노년"
"12388","여",1938,5,NA,2,NA,83,"노년"
"12389","여",1945,2,NA,4,NA,76,"노년"
"12390","남",1945,5,NA,4,NA,76,"노년"
"12391","여",1954,3,630,4,NA,67,"노년"
"12392","여",1938,3,952,4,45,83,"노년"
"12393","여",1936,2,NA,4,NA,85,"노년"
"12394","여",1966,5,246,2,188,55,"노년"
"12395","남",1962,5,761,4,510,59,"노년"
"12396","여",1967,5,421,4,60,54,"노년"
"12397","남",1995,7,NA,4,NA,26,"초년"
"12398","남",1997,7,NA,4,NA,24,"초년"
"12399","남",1970,8,248,2,230,51,"노년"
"12400","여",1976,7,NA,2,NA,45,"중년"
"12401","여",2010,3,NA,2,NA,11,"초년"
"12402","남",2012,3,NA,2,NA,9,"초년"
"12403","여",1944,3,NA,4,NA,77,"노년"
"12404","여",1934,2,941,4,27,87,"노년"
"12405","남",1955,8,248,2,713,66,"노년"
"12406","여",1957,7,NA,2,NA,64,"노년"
"12407","남",1987,7,NA,2,NA,34,"중년"
"12408","남",1943,3,NA,4,NA,78,"노년"
"12409","여",1951,3,NA,4,NA,70,"노년"
"12410","남",1980,6,442,4,105,41,"중년"
"12411","여",1938,2,NA,4,NA,83,"노년"
"12412","남",1953,5,NA,4,NA,68,"노년"
"12413","남",1975,7,792,4,350,46,"중년"
"12414","여",1980,7,421,4,108,41,"중년"
"12415","남",2010,3,NA,4,NA,11,"초년"
"12416","여",2013,1,NA,4,NA,8,"초년"
"12417","남",1964,4,873,4,145,57,"노년"
"12418","여",1965,4,951,4,NA,56,"노년"
"12419","남",1993,6,NA,4,NA,28,"초년"
"12420","여",1940,2,NA,4,NA,81,"노년"
"12421","여",1959,5,421,4,150,62,"노년"
"12422","여",1987,7,252,4,422,34,"중년"
"12423","남",1987,7,222,4,277,34,"중년"
"12424","남",1974,6,772,4,317,47,"중년"
"12425","여",1976,6,521,4,NA,45,"중년"
"12426","여",2004,4,NA,4,NA,17,"초년"
"12427","남",2007,3,NA,4,NA,14,"초년"
"12428","남",2011,3,NA,4,NA,10,"초년"
"12429","여",1941,4,NA,4,NA,80,"노년"
"12430","남",1964,4,NA,4,NA,57,"노년"
"12431","여",1942,2,NA,3,NA,79,"노년"
"12432","남",1940,3,NA,4,NA,81,"노년"
"12433","여",1943,3,NA,4,NA,78,"노년"
"12434","여",1942,5,941,1,70,79,"노년"
"12435","여",1966,5,521,1,NA,55,"노년"
"12436","남",1994,6,953,1,213,27,"초년"
"12437","여",1997,6,392,1,170,24,"초년"
"12438","여",1997,6,399,1,180,24,"초년"
"12439","남",1931,4,NA,4,NA,90,"노년"
"12440","여",1938,2,NA,4,NA,83,"노년"
"12441","남",1977,7,320,4,671,44,"중년"
"12442","여",1977,7,NA,4,NA,44,"중년"
"12443","남",2006,4,NA,4,NA,15,"초년"
"12444","남",2008,3,NA,4,NA,13,"초년"
"12445","여",1942,4,NA,4,NA,79,"노년"
"12446","여",1943,3,429,4,27,78,"노년"
"12447","여",1944,4,NA,4,NA,77,"노년"
"12448","남",1981,5,NA,3,NA,40,"중년"
"12449","여",1931,3,NA,3,NA,90,"노년"
"12450","남",1971,6,922,3,220,50,"중년"
"12451","남",1973,6,874,3,NA,48,"중년"
"12452","여",1974,7,NA,3,NA,47,"중년"
"12453","남",2004,4,NA,3,NA,17,"초년"
"12454","여",2006,4,NA,3,NA,15,"초년"
"12455","여",1934,3,NA,3,NA,87,"노년"
"12456","여",1934,3,NA,3,NA,87,"노년"
"12457","여",1936,3,NA,3,NA,85,"노년"
"12458","여",1936,3,NA,3,NA,85,"노년"
"12459","여",1943,3,NA,3,NA,78,"노년"
"12460","남",1973,7,NA,3,NA,48,"중년"
"12461","남",1977,7,751,3,258,44,"중년"
"12462","여",1975,7,259,3,165,46,"중년"
"12463","남",2010,3,NA,3,NA,11,"초년"
"12464","남",2013,1,NA,3,NA,8,"초년"
"12465","여",2019,1,NA,3,NA,2,"초년"
"12466","남",1943,3,NA,3,NA,78,"노년"
"12467","여",1947,4,951,3,48,74,"노년"
"12468","여",1947,2,941,3,27,74,"노년"
"12469","남",1945,4,NA,3,NA,76,"노년"
"12470","남",1939,3,NA,3,NA,82,"노년"
"12471","여",1942,2,NA,3,NA,79,"노년"
"12472","남",1941,5,NA,3,NA,80,"노년"
"12473","여",1942,3,NA,3,NA,79,"노년"
"12474","남",1975,6,510,2,380,46,"중년"
"12475","여",1975,5,930,2,200,46,"중년"
"12476","남",2005,4,NA,2,NA,16,"초년"
"12477","여",2007,3,NA,2,NA,14,"초년"
"12478","남",1975,7,510,2,381,46,"중년"
"12479","여",1980,5,253,2,174,41,"중년"
"12480","남",2008,3,NA,2,NA,13,"초년"
"12481","여",2009,3,NA,2,NA,12,"초년"
"12482","여",2012,3,NA,2,NA,9,"초년"
"12483","여",1967,4,NA,4,NA,54,"노년"
"12484","여",1994,5,NA,4,NA,27,"초년"
"12485","남",1975,5,873,4,NA,46,"중년"
"12486","여",1943,3,NA,4,NA,78,"노년"
"12487","남",1961,5,611,2,NA,60,"노년"
"12488","여",1963,5,521,2,NA,58,"노년"
"12489","남",1989,7,235,2,260,32,"중년"
"12490","여",1991,8,314,2,235,30,"중년"
"12491","남",1948,4,611,2,NA,73,"노년"
"12492","여",1955,3,611,2,NA,66,"노년"
"12493","남",1954,3,NA,2,NA,67,"노년"
"12494","여",1961,3,NA,2,NA,60,"노년"
"12495","남",1924,3,NA,2,NA,97,"노년"
"12496","여",1939,5,NA,2,NA,82,"노년"
"12497","남",1962,5,910,2,400,59,"노년"
"12498","여",1979,5,999,2,263,42,"중년"
"12499","남",2009,3,NA,2,NA,12,"초년"
"12500","남",2010,3,NA,2,NA,11,"초년"
"12501","여",1980,6,159,2,250,41,"중년"
"12502","여",1953,4,941,2,100,68,"노년"
"12503","남",1981,6,234,2,542,40,"중년"
"12504","남",1948,4,941,4,27,73,"노년"
"12505","여",1958,3,NA,4,NA,63,"노년"
"12506","여",1965,5,521,2,100,56,"노년"
"12507","여",1945,3,NA,4,NA,76,"노년"
"12508","여",1950,4,952,4,70,71,"노년"
"12509","여",1950,3,941,4,113,71,"노년"
"12510","여",1933,2,NA,4,NA,88,"노년"
"12511","남",1946,3,991,4,150,75,"노년"
"12512","여",1950,4,NA,4,NA,71,"노년"
"12513","남",1973,5,782,2,NA,48,"중년"
"12514","여",1977,5,NA,2,NA,44,"중년"
"12515","여",2004,4,NA,2,NA,17,"초년"
"12516","여",2012,3,NA,2,NA,9,"초년"
"12517","남",1956,5,151,2,300,65,"노년"
"12518","남",1975,7,224,1,504,46,"중년"
"12519","여",1978,5,246,1,179,43,"중년"
"12520","남",2006,4,NA,1,NA,15,"초년"
"12521","여",1962,5,930,3,200,59,"노년"
"12522","여",1992,7,NA,3,NA,29,"초년"
"12523","여",1993,5,NA,3,NA,28,"초년"
"12524","남",1940,7,NA,1,NA,81,"노년"
"12525","여",1947,5,NA,1,NA,74,"노년"
"12526","남",1957,5,532,1,NA,64,"노년"
"12527","여",1964,5,952,1,62,57,"노년"
"12528","여",1986,7,NA,2,NA,35,"중년"
"12529","남",1986,7,236,2,500,35,"중년"
"12530","여",1937,2,NA,3,NA,84,"노년"
"12531","남",1947,4,942,3,170,74,"노년"
"12532","여",1953,4,941,3,163,68,"노년"
"12533","남",1966,5,NA,3,NA,55,"노년"
"12534","여",1972,4,930,3,166,49,"중년"
"12535","여",1992,7,246,3,191,29,"초년"
"12536","남",1994,5,930,3,191,27,"초년"
"12537","남",1941,3,611,3,NA,80,"노년"
"12538","여",1947,3,611,3,NA,74,"노년"
"12539","남",1945,3,NA,3,NA,76,"노년"
"12540","여",1944,3,NA,3,NA,77,"노년"
"12541","남",1960,5,311,3,608,61,"노년"
"12542","여",1988,5,991,3,125,33,"중년"
"12543","여",2015,1,NA,3,NA,6,"초년"
"12544","여",1935,2,NA,3,NA,86,"노년"
"12545","남",1958,5,799,3,200,63,"노년"
"12546","여",1962,5,441,3,290,59,"노년"
"12547","남",1991,7,NA,3,NA,30,"중년"
"12548","남",1934,4,NA,3,NA,87,"노년"
"12549","여",1940,3,NA,3,NA,81,"노년"
"12550","남",1953,4,399,3,33,68,"노년"
"12551","여",1955,4,NA,3,NA,66,"노년"
"12552","남",1955,4,NA,3,NA,66,"노년"
"12553","여",1957,4,941,3,65,64,"노년"
"12554","여",1939,3,NA,3,NA,82,"노년"
"12555","여",1961,7,NA,3,NA,60,"노년"
"12556","남",1992,5,930,3,35,29,"초년"
"12557","여",1957,4,951,3,53,64,"노년"
"12558","여",1981,6,313,3,369,40,"중년"
"12559","남",1976,6,761,3,574,45,"중년"
"12560","여",2014,1,NA,3,NA,7,"초년"
"12561","여",2016,1,NA,3,NA,5,"초년"
"12562","남",1939,3,NA,3,NA,82,"노년"
"12563","여",1944,3,951,3,80,77,"노년"
"12564","여",1957,5,NA,1,NA,64,"노년"
"12565","남",1947,5,873,3,NA,74,"노년"
"12566","여",1950,5,NA,3,NA,71,"노년"
"12567","남",1935,3,NA,3,NA,86,"노년"
"12568","여",1934,3,NA,3,NA,87,"노년"
"12569","남",1975,7,149,4,270,46,"중년"
"12570","여",1978,6,313,4,221,43,"중년"
"12571","여",2006,4,NA,4,NA,15,"초년"
"12572","여",2010,3,NA,4,NA,11,"초년"
"12573","남",1983,6,930,4,396,38,"중년"
"12574","여",1981,6,259,4,48,40,"중년"
"12575","남",2011,3,NA,4,NA,10,"초년"
"12576","여",2014,1,NA,4,NA,7,"초년"
"12577","남",1952,4,NA,2,NA,69,"노년"
"12578","여",1958,3,441,2,220,63,"노년"
"12579","여",1977,5,NA,2,NA,44,"중년"
"12580","여",1995,6,521,2,47,26,"초년"
"12581","여",1934,2,NA,2,NA,87,"노년"
"12582","남",1958,4,611,2,NA,63,"노년"
"12583","여",1964,4,952,2,180,57,"노년"
"12584","남",2003,5,NA,2,NA,18,"초년"
"12585","여",2005,4,NA,2,NA,16,"초년"
"12586","여",1942,3,941,2,NA,79,"노년"
"12587","남",1968,5,910,2,250,53,"노년"
"12588","남",2000,5,521,2,57,21,"초년"
"12589","남",1937,4,NA,2,NA,84,"노년"
"12590","여",1944,2,941,2,27,77,"노년"
"12591","여",1938,2,NA,4,NA,83,"노년"
"12592","남",1972,5,630,4,NA,49,"중년"
"12593","여",1941,4,429,2,27,80,"노년"
"12594","여",1938,2,941,4,27,83,"노년"
"12595","여",1941,2,941,4,27,80,"노년"
"12596","여",1975,5,NA,2,NA,46,"중년"
"12597","여",1942,2,NA,3,NA,79,"노년"
"12598","남",1939,3,941,4,40,82,"노년"
"12599","여",1943,3,611,4,NA,78,"노년"
"12600","여",1934,2,NA,2,NA,87,"노년"
"12601","남",1961,5,873,4,128,60,"노년"
"12602","여",1966,5,952,4,252,55,"노년"
"12603","남",1991,7,412,4,88,30,"중년"
"12604","남",1994,6,999,4,147,27,"초년"
"12605","남",1961,5,873,4,NA,60,"노년"
"12606","여",1968,5,521,4,451,53,"노년"
"12607","남",1988,6,274,2,300,33,"중년"
"12608","여",1988,7,259,2,110,33,"중년"
"12609","여",1990,7,311,4,252,31,"중년"
"12610","남",1969,6,873,4,300,52,"노년"
"12611","여",1968,6,NA,4,NA,53,"노년"
"12612","남",1995,6,442,4,200,26,"초년"
"12613","남",2000,7,NA,4,NA,21,"초년"
"12614","여",1948,4,NA,4,NA,73,"노년"
"12615","여",1936,3,NA,4,NA,85,"노년"
"12616","여",1944,4,NA,4,NA,77,"노년"
"12617","여",1954,3,NA,4,NA,67,"노년"
"12618","남",1953,3,NA,4,NA,68,"노년"
"12619","남",1943,5,NA,4,NA,78,"노년"
"12620","여",1942,2,521,4,NA,79,"노년"
"12621","여",1956,3,930,4,111,65,"노년"
"12622","남",1938,3,NA,4,NA,83,"노년"
"12623","여",1939,3,NA,4,NA,82,"노년"
"12624","남",1960,5,611,4,NA,61,"노년"
"12625","여",1962,4,NA,4,NA,59,"노년"
"12626","여",1938,3,NA,4,NA,83,"노년"
"12627","여",1934,2,NA,4,NA,87,"노년"
"12628","남",1939,3,611,4,NA,82,"노년"
"12629","여",1943,3,611,4,NA,78,"노년"
"12630","남",1977,6,620,4,208,44,"중년"
"12631","남",1973,7,312,4,583,48,"중년"
"12632","남",1979,7,312,2,528,42,"중년"
"12633","여",1981,7,399,2,100,40,"중년"
"12634","남",2010,3,NA,2,NA,11,"초년"
"12635","여",2011,3,NA,2,NA,10,"초년"
"12636","여",1944,4,941,3,27,77,"노년"
"12637","남",1968,4,NA,3,NA,53,"노년"
"12638","남",2007,3,NA,3,NA,14,"초년"
"12639","여",1955,3,952,3,NA,66,"노년"
"12640","남",1947,5,NA,3,NA,74,"노년"
"12641","여",1952,4,941,3,160,69,"노년"
"12642","여",1941,2,NA,3,NA,80,"노년"
"12643","여",1938,3,NA,3,NA,83,"노년"
"12644","여",1948,3,NA,3,NA,73,"노년"
"12645","여",1935,2,NA,3,NA,86,"노년"
"12646","여",1959,2,NA,3,NA,62,"노년"
"12647","여",1966,5,NA,3,NA,55,"노년"
"12648","여",1932,2,NA,3,NA,89,"노년"
"12649","여",1934,7,NA,3,NA,87,"노년"
"12650","남",1975,6,743,3,600,46,"중년"
"12651","여",1979,6,952,3,90,42,"중년"
"12652","여",2007,3,NA,3,NA,14,"초년"
"12653","여",2010,3,NA,3,NA,11,"초년"
"12654","남",2015,1,NA,3,NA,6,"초년"
"12655","남",1954,5,254,3,NA,67,"노년"
"12656","여",1954,4,951,3,90,67,"노년"
"12657","남",1986,7,412,2,393,35,"중년"
"12658","남",1957,4,772,3,250,64,"노년"
"12659","여",1960,4,NA,3,NA,61,"노년"
"12660","남",1986,6,854,3,200,35,"중년"
"12661","남",1941,4,NA,3,NA,80,"노년"
"12662","여",1959,4,952,3,180,62,"노년"
"12663","남",1987,5,873,3,350,34,"중년"
"12664","여",1988,5,952,3,50,33,"중년"
"12665","남",2008,3,NA,3,NA,13,"초년"
"12666","남",2009,3,NA,3,NA,12,"초년"
"12667","여",2013,1,NA,3,NA,8,"초년"
"12668","남",2014,1,NA,3,NA,7,"초년"
"12669","여",2017,1,NA,3,NA,4,"초년"
"12670","여",1937,2,NA,4,NA,84,"노년"
"12671","남",1966,5,312,3,667,55,"노년"
"12672","여",1965,5,NA,3,NA,56,"노년"
"12673","남",1993,6,999,3,NA,28,"초년"
"12674","남",1983,7,232,3,408,38,"중년"
"12675","여",1984,6,NA,3,NA,37,"중년"
"12676","남",2013,1,NA,3,NA,8,"초년"
"12677","남",2018,1,NA,3,NA,3,"초년"
"12678","남",1947,3,611,3,NA,74,"노년"
"12679","여",1950,3,611,3,NA,71,"노년"
"12680","남",1964,3,910,3,180,57,"노년"
"12681","여",1951,3,NA,1,NA,70,"노년"
"12682","남",1956,5,NA,1,NA,65,"노년"
"12683","여",1928,2,NA,1,NA,93,"노년"
"12684","남",1956,5,NA,1,NA,65,"노년"
"12685","여",1960,4,NA,1,NA,61,"노년"
"12686","남",1982,7,922,1,253,39,"중년"
"12687","남",1984,7,312,1,282,37,"중년"
"12688","여",1988,5,330,1,203,33,"중년"
"12689","여",1942,2,521,1,NA,79,"노년"
"12690","남",1972,5,NA,1,NA,49,"중년"
"12691","여",1941,5,NA,1,NA,80,"노년"
"12692","여",1939,3,NA,1,NA,82,"노년"
"12693","여",1925,3,NA,1,NA,96,"노년"
"12694","여",1959,5,NA,1,NA,62,"노년"
"12695","남",1951,4,992,1,138,70,"노년"
"12696","여",1947,4,NA,1,NA,74,"노년"
"12697","여",1938,3,NA,1,NA,83,"노년"
"12698","남",1957,5,873,2,NA,64,"노년"
"12699","여",1964,5,421,2,194,57,"노년"
"12700","남",1986,7,312,2,325,35,"중년"
"12701","여",1955,4,NA,2,NA,66,"노년"
"12702","여",1935,2,NA,2,NA,86,"노년"
"12703","남",1947,5,942,2,150,74,"노년"
"12704","여",1950,5,NA,2,NA,71,"노년"
"12705","남",1954,4,NA,3,NA,67,"노년"
"12706","여",1960,4,NA,3,NA,61,"노년"
"12707","남",1943,5,NA,3,NA,78,"노년"
"12708","여",1946,3,NA,3,NA,75,"노년"
"12709","남",1931,7,NA,3,NA,90,"노년"
"12710","여",1934,4,NA,3,NA,87,"노년"
"12711","남",1940,4,NA,3,NA,81,"노년"
"12712","여",1945,3,611,3,NA,76,"노년"
"12713","남",1935,2,611,3,NA,86,"노년"
"12714","여",1942,2,611,3,NA,79,"노년"
"12715","여",1933,2,NA,3,NA,88,"노년"
"12716","여",1939,2,NA,4,NA,82,"노년"
"12717","여",1969,5,NA,4,NA,52,"노년"
"12718","남",2001,5,NA,4,NA,20,"초년"
"12719","여",1933,3,NA,4,NA,88,"노년"
"12720","남",1954,5,611,2,NA,67,"노년"
"12721","여",1954,5,611,2,NA,67,"노년"
"12722","여",1960,4,NA,3,NA,61,"노년"
"12723","여",1985,7,252,3,325,36,"중년"
"12724","여",1986,7,253,3,325,35,"중년"
"12725","여",1966,5,NA,3,NA,55,"노년"
"12726","여",1994,7,892,1,NA,27,"초년"
"12727","여",1939,2,941,3,27,82,"노년"
"12728","여",1936,4,NA,3,NA,85,"노년"
"12729","남",1935,4,941,3,27,86,"노년"
"12730","여",1946,3,NA,3,NA,75,"노년"
"12731","남",1943,4,NA,6,NA,78,"노년"
"12732","여",1943,2,NA,6,NA,78,"노년"
"12733","여",1978,7,252,6,415,43,"중년"
"12734","남",1977,7,252,6,511,44,"중년"
"12735","남",2009,3,NA,6,NA,12,"초년"
"12736","여",2014,1,NA,6,NA,7,"초년"
"12737","남",2017,1,NA,6,NA,4,"초년"
"12738","여",1972,5,521,2,200,49,"중년"
"12739","여",1943,3,NA,2,NA,78,"노년"
"12740","남",1932,5,NA,2,NA,89,"노년"
"12741","여",1933,2,NA,1,NA,88,"노년"
"12742","남",1939,3,NA,1,NA,82,"노년"
"12743","여",1942,3,NA,1,NA,79,"노년"
"12744","남",1970,5,910,1,NA,51,"노년"
"12745","남",1957,4,772,1,NA,64,"노년"
"12746","여",1961,4,NA,1,NA,60,"노년"
"12747","여",1957,3,951,2,112,64,"노년"
"12748","여",1991,6,521,2,128,30,"중년"
"12749","남",1975,8,121,2,520,46,"중년"
"12750","여",1978,6,930,2,263,43,"중년"
"12751","남",2009,3,NA,2,NA,12,"초년"
"12752","남",2011,3,NA,2,NA,10,"초년"
"12753","남",1970,5,743,2,261,51,"노년"
"12754","여",1991,5,NA,2,NA,30,"중년"
"12755","여",2012,3,NA,2,NA,9,"초년"
"12756","남",1972,5,521,2,380,49,"중년"
"12757","남",1962,7,254,2,200,59,"노년"
"12758","여",1967,7,312,2,120,54,"노년"
"12759","여",2000,7,NA,2,NA,21,"초년"
"12760","남",1951,5,730,2,150,70,"노년"
"12761","여",1957,4,941,2,200,64,"노년"
"12762","남",1976,5,312,2,350,45,"중년"
"12763","여",1962,5,952,1,220,59,"노년"
"12764","여",1991,8,313,1,250,30,"중년"
"12765","남",1942,4,611,4,NA,79,"노년"
"12766","여",1944,3,611,4,NA,77,"노년"
"12767","남",1942,4,953,4,165,79,"노년"
"12768","여",1946,3,NA,4,NA,75,"노년"
"12769","남",1950,5,823,4,NA,71,"노년"
"12770","여",1955,3,941,4,178,66,"노년"
"12771","남",1939,4,NA,4,NA,82,"노년"
"12772","여",1940,3,NA,4,NA,81,"노년"
"12773","여",1944,4,941,4,40,77,"노년"
"12774","남",1953,3,NA,4,NA,68,"노년"
"12775","여",1952,3,941,4,27,69,"노년"
"12776","여",1993,6,NA,4,NA,28,"초년"
"12777","여",1974,5,NA,4,NA,47,"중년"
"12778","남",1951,5,611,4,NA,70,"노년"
"12779","여",1949,3,NA,4,NA,72,"노년"
"12780","여",1937,4,NA,4,NA,84,"노년"
"12781","남",1949,3,521,4,NA,72,"노년"
"12782","여",1954,3,521,4,NA,67,"노년"
"12783","여",1951,3,NA,4,NA,70,"노년"
"12784","여",1956,4,951,4,90,65,"노년"
"12785","여",1980,7,NA,4,NA,41,"중년"
"12786","남",1972,7,271,4,NA,49,"중년"
"12787","여",1972,7,313,4,350,49,"중년"
